URI,Title,Authority,Deity,Denomination,Department,Diameter,Dynasty,Issuer,Manufacture,Material,Mint,Obverse Legend,Obverse Type,Object Type,Portrait,Reference,Region,Region-coord,Reverse Legend,Reverse Type,Weight,terminus_post_quem,terminus_ante_quem,year_avg,Thumbnail_obv,Thumbnail_rev
http://numismatics.org/collection/1968.131.454,"Gold Semissis of Theodosius II, Constantinople, AD 439. 1968.131.454",Theodosius II,Victory,Semissis,Roman,19,,,Struck,Gold,Constantinople,D N THEODOSIVS P F AVG,Bust pearl-diademed draped cuirassed right,Coin,Theodosius II,RIC X Theodosius II (East) 272,Thrace,"42.15, 24.75",VICTORIA AVGG,Victory seated right inscribing shield + XXXV,2.205,439,439,439,http://numismatics.org/collectionimages/19501999/1968/1968.131.454.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.454.rev.width175.jpg
http://numismatics.org/collection/1968.131.455,"Gold Semissis of Theodosius II, Constantinople, AD 444. 1968.131.455",Theodosius II,,Semissis,Roman,18.5,,,Struck,Gold,Constantinople,D N THEODOSIVS P F AVG,Bust pearl-diademed draped cuirassed right,Coin,Theodosius II,RIC X Theodosius II (East) 331,Thrace,"42.15, 24.75",VICTORIA AVGG,Victory seated right inscribing shield + XXXV,2.233,444,444,444,http://numismatics.org/collectionimages/19501999/1968/1968.131.455.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.455.rev.width175.jpg
http://numismatics.org/collection/1968.131.457,"Gold Semissis of Theodosius II, Constantinople, AD 408 - AD 450. 1968.131.457",Theodosius II,Victory,Semissis,Roman,17.5,,Theodosius II,,Gold,Constantinople,D N THEODOSIVS P F AVG,Bust pearl diademed draped cuirassed right,Coin,,,,,VICTORIA AVGG,Victory seated right inscribing shield XX/XXX,2.225,408,450,429,http://numismatics.org/collectionimages/19501999/1968/1968.131.457.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.457.rev.width175.jpg
http://numismatics.org/collection/1968.131.458,"Gold Tremissis of Theodosius II, Constantinople, AD 425 - AD 429. 1968.131.458",Theodosius II,Victory,Tremissis,Roman,13.5,,,Struck,Gold,Constantinople,D N THEODOSIVS P F AVG,Bust pearl-diademed draped cuirassed right,Coin,Theodosius II,RIC X Theodosius II (East) 249,Thrace,"42.15, 24.75",VICTORIA AVGVSTORVM,Victory advancing right holding cross on globe and wreath,1.47,425,429,427,http://numismatics.org/collectionimages/19501999/1968/1968.131.458.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.458.rev.width175.jpg
http://numismatics.org/collection/1968.131.459,"Gold Tremissis of Theodosius II, Constantinople, AD 425 - AD 429. 1968.131.459",Theodosius II,Victory,Tremissis,Roman,13.5,,,Struck,Gold,Constantinople,D N THEODOSIVS P F AVG,Bust pearl diademed draped cuirassed right,Coin,Theodosius II,RIC X Theodosius II (East) 249,Thrace,"42.15, 24.75",VICTORIA AVGVSTORVM,Victory advancing right holding cross on globe and wreath,1.524,425,429,427,http://numismatics.org/collectionimages/19501999/1968/1968.131.459.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.459.rev.width175.jpg
http://numismatics.org/collection/1968.131.460,"Gold Tremissis of Theodosius II, Constantinople, AD 444. 1968.131.460",Theodosius II,,Tremissis,Roman,13.5,,,Struck,Gold,Constantinople,D N THEODOSIVS P F AVG,Bust pearl-diademed draped cuirassed right,Coin,Theodosius II,RIC X Theodosius II (East) 333,Thrace,"42.15, 24.75",,Trophy,1.107,444,444,444,http://numismatics.org/collectionimages/19501999/1968/1968.131.460.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.460.rev.width175.jpg
http://numismatics.org/collection/1968.131.461,"Gold Solidus of Theodosius II, Thessalonica, AD 408 - AD 420. 1968.131.461",Theodosius II,Constantinopolis,Solidus,Roman,20.5,,,Struck,Gold,Thessalonica,D N THEODOSIVS P F AVG,Bust facing helmeted cuirassed holding spear and shield,Coin,Theodosius II,RIC X Theodosius II (East) 360,Macedonia,"40.65, 22.9",CONCORDIA AVGG,"Constantinopolis seated right holding spear and Victory on globe, prow left",4.468,408,420,414,http://numismatics.org/collectionimages/19501999/1968/1968.131.461.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.461.rev.width175.jpg
http://numismatics.org/collection/1968.131.462,"Gold Solidus of Theodosius II, Thessalonica, AD 430 - AD 440. 1968.131.462",Theodosius II,Constantinopolis,Solidus,Roman,22,,,Struck,Gold,Thessalonica,D N THEODOSIVS P F AVG,Bust facing helmeted cuirassed holding spear and shield,Coin,Theodosius II,RIC X Theodosius II (East) 366,Macedonia,"40.65, 22.9",VOT XXX MVLT XXXX,"Constantinopolis seated left holding sceptre and cross on globe, prow left",4.456,430,440,435,http://numismatics.org/collectionimages/19501999/1968/1968.131.462.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.462.rev.width175.jpg
http://numismatics.org/collection/1968.131.463,"Gold Solidus of Theodosius II, Ravenna, AD 423. 1968.131.463",Theodosius II,,Solidus,Roman,21.5,,,Struck,Gold,Ravenna,D N THEODO-SIVS P F AVG,Bust diademed draped cuirassed right,Coin,Theodosius II,RIC X Theodosius II (West) 1801,Italy,"41.9, 12.5",VICTORI-A AVGGG,"Emperor standing right holding standard and Victory on globe, left foot on captive",4.398,423,423,423,http://numismatics.org/collectionimages/19501999/1968/1968.131.463.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.463.rev.width175.jpg
http://numismatics.org/collection/1968.131.464,"Gold Solidus of Marcian, Constantinople, AD 450 - AD 457. 1968.131.464",Marcian,Victory,Solidus,Roman,20,,,Struck,Gold,Constantinople,D N MARCIA-NVS P F AVG,Bust facing helmeted with jewelled diadem cuirassed holding spear and shield,Coin,Marcian,RIC X Marcian 510,Thrace,"42.15, 24.75",VICTORIA AVGGG,Victory standing left holding cross sceptre,3.712,450,457,453,http://numismatics.org/collectionimages/19501999/1968/1968.131.464.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.464.rev.width175.jpg
http://numismatics.org/collection/1968.131.465,"Gold Semissis of Marcian, Constantinople, AD 450 - AD 457. 1968.131.465",Marcian,Victory,Semissis,Roman,18.5,,,Struck,Gold,Constantinople,D N MARCIA-NVS P F AVG,Bust diademed draped cuirassed right,Coin,Marcian,RIC X Marcian 514,Thrace,"42.15, 24.75",VICTORIA AVGG,Victory seated right inscribing shield XV XXX,2.25,450,457,453,http://numismatics.org/collectionimages/19501999/1968/1968.131.465.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.465.rev.width175.jpg
http://numismatics.org/collection/1968.131.466,"Gold Semissis of Marcian, Constantinople, AD 450 - AD 457. 1968.131.466",Marcian,Victory,Semissis,Roman,17.5,,,Struck,Gold,Constantinople,D N MARCIANVS P F AVG,Bust diademed draped cuirassed right,Coin,Marcian,RIC X Marcian 515,Thrace,"42.15, 24.75",VICTORIA AVGG,Victory seated right inscribing shield XV XXX,2.208,450,457,453,http://numismatics.org/collectionimages/19501999/1968/1968.131.466.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.466.rev.width175.jpg
http://numismatics.org/collection/1968.131.467,"Gold Tremissis of Marcian, Constantinople, AD 450 - AD 457. 1968.131.467",Marcian,Victory,Tremissis,Roman,14,,,Struck,Gold,Constantinople,D N MARCIANVS P F AVG,Bust diademed draped cuirassed right,Coin,Marcian,RIC X Marcian 519,Thrace,"42.15, 24.75",VICTORIA - AVGVSTORVM,Victory advancing front holding wreath and cross on globe,1.382,450,457,453,http://numismatics.org/collectionimages/19501999/1968/1968.131.467.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.467.rev.width175.jpg
http://numismatics.org/collection/1968.131.468,"Gold Tremissis of Marcian, Constantinople, AD 450 - AD 457. 1968.131.468",Marcian,Victory,Tremissis,Roman,14.5,,,Struck,Gold,Constantinople,D N MARCIANVS P F AVG,Bust diademed draped cuirassed right,Coin,Marcian,RIC X Marcian 518,Thrace,"42.15, 24.75",VICTOR-IA - AVGVSTORVM,Victory advancing front holding wreath and cross on globe,1.486,450,457,453,http://numismatics.org/collectionimages/19501999/1968/1968.131.468.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.468.rev.width175.jpg
http://numismatics.org/collection/1968.131.469,"Gold Solidus of Marcian, Thessalonica, AD 450 - AD 457. 1968.131.469",Marcian,Victory,Solidus,Roman,19,,,Struck,Gold,Thessalonica,D N MARCIANVS P F AVG,Bust facing helmeted cuirassed holding spear and shield,Coin,Marcian,RIC X Marcian 524,Macedonia,"40.65, 22.9",VICTORIA AVGGG,Victory standing left holding cross sceptre,3.836,450,457,453,http://numismatics.org/collectionimages/19501999/1968/1968.131.469.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.469.rev.width175.jpg
http://numismatics.org/collection/1968.131.470,"Gold Solidus of Leo I, Constantinople, AD 462 - AD 466. 1968.131.470",Leo I,Victory,Solidus,Roman,20,,,Struck,Gold,Constantinople,D N LEO PE-RPET AVG,bust facing helmeted cuirassed holding spear and shield,Coin,Leo I,RIC X Leo I (East) 605,Thrace,"42.15, 24.75",VICTORI-A AVGGG,Victory standing left holding cross sceptre,3.729,462,466,464,http://numismatics.org/collectionimages/19501999/1968/1968.131.470.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.470.rev.width175.jpg
http://numismatics.org/collection/1968.131.471,"Gold Solidus of Leo I, Constantinople, AD 457 - AD 474. 1968.131.471",Leo I,,Solidus,Roman,20.5,,Leo I,,Gold,Constantinople,D N LEO PE-RPET AVG,bust facing helmeted cuirassed holding spear and shield,Coin,,,,,SARVS REI RVBLICAE,two nimbate figures std. facing with star and cross above,4.413,457,474,465,http://numismatics.org/collectionimages/19501999/1968/1968.131.471.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.471.rev.width175.jpg
http://numismatics.org/collection/1968.131.472,"Gold Semissis of Leo I, Constantinople, AD 462 - AD 466. 1968.131.472",Leo I,Victory,Semissis,Roman,16.5,,,Struck,Gold,Constantinople,D N LEO PE-RPET AVG,bust diademed draped cuirassed right,Coin,Leo I,RIC X Leo I (East) 608,Thrace,"42.15, 24.75",VICTORI-A AVGG,Victory seated right inscribing shield XV XXX,2.18,462,466,464,http://numismatics.org/collectionimages/19501999/1968/1968.131.472.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.472.rev.width175.jpg
http://numismatics.org/collection/1968.131.473,"Gold Semissis of Leo I, Constantinople, AD 462 - AD 466. 1968.131.473",Leo I,Victory,Semissis,Roman,17,,,Struck,Gold,Constantinople,D N LEO PERPET AVG,bust diademed draped cuirassed right,Coin,Leo I,RIC X Leo I (East) 608,Thrace,"42.15, 24.75",VICTORIA AVGG,Victory seated right inscribing shield XV XXX,2.214,462,466,464,http://numismatics.org/collectionimages/19501999/1968/1968.131.473.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.473.rev.width175.jpg
http://numismatics.org/collection/1968.131.474,"Gold Tremissis of Leo I, Constantinople, AD 462 - AD 466. 1968.131.474",Leo I,Victory,Tremissis,Roman,15,,,Struck,Gold,Constantinople,D N LEO PE-RPET AVG,bust diademed draped cuirassed right,Coin,Leo I,RIC X Leo I (East) 611,Thrace,"42.15, 24.75",VICTORIA AVGVSTORVM,Victory advancing front holding wreath and cross on globe,1.49,462,466,464,http://numismatics.org/collectionimages/19501999/1968/1968.131.474.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.474.rev.width175.jpg
http://numismatics.org/collection/1968.131.475,"Gold Solidus of Leo I, Thessalonica, AD 462 - AD 466. 1968.131.475",Leo I,,Solidus,Roman,19.5,,,Struck,Gold,Thessalonica,D N LEO PERPET AVG,bust cuirassed left with sceptre,Coin,Leo I,RIC X Leo I (East) 620,Macedonia,"40.65, 22.9",VICTORI-A AVGGG,Emperor std. holding cross sceptre,4.273,462,466,464,http://numismatics.org/collectionimages/19501999/1968/1968.131.475.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.475.rev.width175.jpg
http://numismatics.org/collection/1968.131.476,"Gold Solidus of Leo II, Zeno, Constantinople, AD 474. 1968.131.476",Leo II|Zeno,,Solidus,Roman,21,,,Struck,Gold,Constantinople,D N LEO ET Z-ENO P P AVG,bust facing helmeted cuirassed with spear and shield,Coin,Leo II|Zeno,RIC X Leo II and Zeno 803,Thrace,"42.15, 24.75",SALVS REIPVBLICAE,two figures nimbate seated facing each holding mappa with star above and cross behind,4.473,474,474,474,http://numismatics.org/collectionimages/19501999/1968/1968.131.476.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.476.rev.width175.jpg
http://numismatics.org/collection/1968.131.477,"Gold Semissis of Leo II, Zeno, Constantinople, AD 474. 1968.131.477",Leo II|Zeno,Victory,Semissis,Roman,17.5,,,Struck,Gold,Constantinople,D N LEO ET Z-ENO P P AVG,bust diademed draped cuirassed right,Coin,Leo II|Zeno,RIC X Leo II and Zeno 806,Thrace,"42.15, 24.75",VICTORIA AVGG,Victory seated right inscribing shield XXX[X],2.24,474,474,474,http://numismatics.org/collectionimages/19501999/1968/1968.131.477.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.477.rev.width175.jpg
http://numismatics.org/collection/1968.131.478,"Gold Solidus of Zeno, Constantinople, AD 476 - AD 491. 1968.131.478",Zeno,Victory,Solidus,Roman,19.5,,,Struck,Gold,Constantinople,D N ZENO -PERP AVG,Bust facing helmeted cuirassed holding spear in right and shield on left shoulder,Coin,Zeno,RIC X Zeno (East) 910,Thrace,"42.15, 24.75",VICTORI-A AVGGG,Victory standing left holding cross sceptre,4.485,476,491,483,http://numismatics.org/collectionimages/19501999/1968/1968.131.478.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.478.rev.width175.jpg
http://numismatics.org/collection/1968.131.479,"Gold Solidus of Zeno, Constantinople, AD 476 - AD 491. 1968.131.479",Zeno,Victory,Solidus,Roman,19,,,Struck,Gold,Constantinople,D N ZENO - PERP AVG,Bust facing helmeted pearl-diademed with no jewel cuirassed holding spear in right and shield on left shoulder,Coin,Zeno,RIC X Zeno (East) 911,Thrace,"42.15, 24.75",VICTORI-A AVGGG,Victory standing left holding cross sceptre,4.339,476,491,483,http://numismatics.org/collectionimages/19501999/1968/1968.131.479.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.479.rev.width175.jpg
http://numismatics.org/collection/1968.131.480,"Gold Semissis of Zeno, Constantinople, AD 476 - AD 491. 1968.131.480",Zeno,Victory,Semissis,Roman,18,,,Struck,Gold,Constantinople,D N ZENO - PERP AVG,Bust diademed draped cuirassed right,Coin,Zeno,RIC X Zeno (East) 913,Thrace,"42.15, 24.75",VICTORIA AVGGG,Victory seated right inscribing shield VXX,2.2,476,491,483,http://numismatics.org/collectionimages/19501999/1968/1968.131.480.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.480.rev.width175.jpg
http://numismatics.org/collection/1968.131.481,"Gold Tremissis of Zeno, Constantinople, AD 476 - AD 491. 1968.131.481",Zeno,Victory,Tremissis,Roman,15.5,,,Struck,Gold,Constantinople,D N ZENO - PERP AVG,Bust diademed draped cuirassed right,Coin,Zeno,RIC X Zeno (East) 914,Thrace,"42.15, 24.75",VICTORIA AVGVSTORVM,Victory advancing right holding wreath and cross on globe,1.47,476,491,483,http://numismatics.org/collectionimages/19501999/1968/1968.131.481.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.481.rev.width175.jpg
http://numismatics.org/collection/1968.131.482,"Gold Solidus of Zeno, Constantinople, AD 476 - AD 491. 1968.131.482",Zeno,Victory,Solidus,Roman,19.5,,,Struck,Gold,Constantinople,D N ZENO - PERP AVG,Bust facing helmeted cuir. holding spear in r. and shield on l. shoulder,Coin,Zeno,RIC X Zeno (East) 910,Thrace,"42.15, 24.75",VICTORI-A AVGGG,Victory stg. l. holding cross sceptre star in right field,4.48,476,491,483,http://numismatics.org/collectionimages/19501999/1968/1968.131.482.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.482.rev.width175.jpg
http://numismatics.org/collection/1968.131.483,"Gold Tremissis of Zeno, Mediolanum, AD 480 - AD 491. 1968.131.483",Zeno,,Tremissis,Roman,14,,,Struck,Gold,Mediolanum,D N ZENO P-ERP •À_•À_•À_G,Bust diademed draped cuirassed right,Coin,Zeno,RIC X Zeno (West) 3609,Italy,"41.9, 12.5",,cross within wreath,1.482,480,491,485,http://numismatics.org/collectionimages/19501999/1968/1968.131.483.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.483.rev.width175.jpg
http://numismatics.org/collection/1968.131.484,"Gold Solidus of Basiliscus, Constantinople, AD 475 - AD 476. 1968.131.484",Basiliscus,Victory,Solidus,Roman,20.5,,,Struck,Gold,Constantinople,D N bASILISC(rev.U)S P P AVG,bust facing helmeted cuirassed with spear and shield,Coin,Basiliscus,RIC X Basiliscus 1003,Thrace,"42.15, 24.75",VICTORIA AVGGG,Victory standing left holding cross sceptre,4.453,475,476,475,http://numismatics.org/collectionimages/19501999/1968/1968.131.484.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.484.rev.width175.jpg
http://numismatics.org/collection/1968.131.485,"Gold Semissis of Basiliscus, Constantinople, AD 475 - AD 476. 1968.131.485",Basiliscus,Victory,Semissis,Roman,17.5,,,Struck,Gold,Constantinople,D N bASILIS-C(rev.U)S P P AVG,bust diademed draped cuirassed right,Coin,Basiliscus,RIC X Basiliscus 1007,Thrace,"42.15, 24.75",VICTORIA AVGG,Victory seated right inscribing shield XXX,2.213,475,476,475,http://numismatics.org/collectionimages/19501999/1968/1968.131.485.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.485.rev.width175.jpg
http://numismatics.org/collection/1968.131.486,"Gold Tremissis of Basiliscus, Constantinople, AD 475 - AD 476. 1968.131.486",Basiliscus,Victory,Tremissis,Roman,14,,,Struck,Gold,Constantinople,D N bASILIS-C(rev.U)S P P AVG,bust diademed draped cuirassed right,Coin,Basiliscus,RIC X Basiliscus 1008,Thrace,"42.15, 24.75",VICTORIA AVGVSTORVM,Victory advancing right holding wreath and cross on globe,1.414,475,476,475,http://numismatics.org/collectionimages/19501999/1968/1968.131.486.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.486.rev.width175.jpg
http://numismatics.org/collection/1968.131.487,"Gold Tremissis of Basiliscus, Constantinople, AD 475 - AD 476. 1968.131.487",Basiliscus,Victory,Tremissis,Roman,14,,,Struck,Gold,Constantinople,D N bASILIS-C(rev.U)S P P AVG,bust diademed draped cuirassed right,Coin,Basiliscus,RIC X Basiliscus 1008,Thrace,"42.15, 24.75",VICTORIA AVGVSTORVM,Victory advacning right holding wreath and cross on globe,1.47,475,476,475,http://numismatics.org/collectionimages/19501999/1968/1968.131.487.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.487.rev.width175.jpg
