URI,Title,Authority,Deity,Denomination,Department,Diameter,Dynasty,Issuer,Manufacture,Material,Mint,Obverse Legend,Obverse Type,Object Type,Portrait,Reference,Region,Region-coord,Reverse Legend,Reverse Type,Weight,terminus_post_quem,terminus_ante_quem,year_avg,Thumbnail_obv,Thumbnail_rev
http://numismatics.org/collection/1958.38.10,"Gold Solidus of Arcadius, Constantinople, AD 397 - AD 402. 1958.38.10",Arcadius,Constantinopolis,Solidus,Roman,20,,,Struck,Gold,Constantinople,D N HONORIVS P F AVG,Bust facing helmeted cuirassed holding spear and shield with a horseman motif,Coin,Honorius,RIC X Arcadius 8,Thrace,"42.15, 24.75",CONCORDIA AVGG,"Constantinopolis enthroned facing holding sceptre and Victory on globe, prow left",4.28,397,402,399,http://numismatics.org/collectionimages/19501999/1958/1958.38.10.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1958/1958.38.10.rev.width175.jpg
http://numismatics.org/collection/1958.38.9,"Gold Solidus of Arcadius, Thessalonica, AD 402 - AD 403. 1958.38.9",Arcadius,Constantinopolis,Solidus,Roman,20,,,Struck,Gold,Thessalonica,D N ARCADIVS P F AVG,Bust facing helmeted cuirassed holding spear and shield,Coin,Arcadius,RIC X Arcadius 39,Macedonia,"40.65, 22.9",CONCORDIA AVGGG,"Constantinopolis seated right holding spear and Victory on globe, prow right",4.43,402,403,402,http://numismatics.org/collectionimages/19501999/1958/1958.38.9.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1958/1958.38.9.rev.width175.jpg
http://numismatics.org/collection/1961.56.4,"Gold Solidus of Avitus, Arelate, AD 455 - AD 456. 1961.56.4",Avitus,,Solidus,Roman,20.5,,,Struck,Gold,Arelate,D N AVITVS - PERP F AVG,bust bearded diademed draped cuirassed right,Coin,Avitus,RIC X Avitus 2401,Gallia,"49.3817, 3.3236",VICTORI-A AVGGG,"Emperor standing front, holding cross sceptre and Victory on globe, left foot on captive",4.399,455,456,455,http://numismatics.org/collectionimages/19501999/1961/1961.56.4.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1961/1961.56.4.rev.width175.jpg
http://numismatics.org/collection/1961.56.5,"Gold Solidus of Glycerius, Rome, AD 473 - AD 474. 1961.56.5",Glycerius,Victory,Solidus,Roman,,,Glycerius,,Gold,Rome,D N GLYCER-IVS P F AVG,bust diad. dr. cuir. r.,Coin,,,,,VICTORI-A AVGG,"Emperor stg. r. holding standard and Victory on globe, l. foot on captive",4.4,473,474,473,http://numismatics.org/collectionimages/19501999/1961/1961.56.5.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1961/1961.56.5.rev.width175.jpg
http://numismatics.org/collection/1962.170.12,"Gold Semissis of Arcadius, Constantinople, AD 397 - AD 402. 1962.170.12",Arcadius,Victory,Semissis,Roman,18,,,Struck,Gold,Constantinople,D N ARCADIVS P F AVG,Bust diademed draped cuirassed right,Coin,Arcadius,RIC X Arcadius 16,Thrace,"42.15, 24.75",VICTORIA AVGVSTORVM,Victory seated right engraving shield VOT X MVLT XX,2.235,397,402,399,http://numismatics.org/collectionimages/19501999/1962/1962.170.12.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1962/1962.170.12.rev.width175.jpg
http://numismatics.org/collection/1962.170.13,"Gold Solidus of Theodosius II, Constantinople, AD 420 - AD 422. 1962.170.13",Theodosius II,Victory,Solidus,Roman,22,,Theodosius II,,Gold,Constantinople,D N THEODOSIVS P F AVG,Bust facing helmeted cuirassed holding spear and shield,Coin,,,,,VOT XX MVLT XXX,Victory standing left supporting large cross with star above,4.39,420,422,421,http://numismatics.org/collectionimages/19501999/1962/1962.170.13.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1962/1962.170.13.rev.width175.jpg
http://numismatics.org/collection/1962.170.14,"Silver Siliqua of Leo I, Constantinople, AD 457 - AD 474. 1962.170.14",Leo I,,Siliqua,Roman,16.5,,Leo I,,Silver,Constantinople,D N LEO P-PET AVG,bust diademed draped cuirassed right,Coin,,,,,SAL REI P•À__I,legend within wreath,0.98,457,474,465,http://numismatics.org/collectionimages/19501999/1962/1962.170.14.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1962/1962.170.14.rev.width175.jpg
http://numismatics.org/collection/1962.83.24,"Bronze AE2, Ravenna, AD 395 - AD 408. 1962.83.24",Arcadius,Victory,AE2,Roman,20,,,,Bronze,Ravenna,D N ARCADI-VS P F AVG,Bust diademed dr. cuir. r.,Cf,,,,,VICTORIA AVGGG,"Emperor stg. r. holding standard and Victory on globe, captive to r.",5.782,395,408,401,http://numismatics.org/collectionimages/19501999/1962/1962.83.24.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1962/1962.83.24.rev.width175.jpg
http://numismatics.org/collection/1962.83.25,"Silver Siliqua of Zeno, Mediolanum, AD 474 - AD 491. 1962.83.25",Zeno,,Siliqua,Roman,13,,Zeno,,Silver,Mediolanum,D N ZENO - PERP •À_•À_•À_G,Bust diademed draped cuirassed right,Coin,,,,,,eagle with wings spread head right cross above,0.766,474,491,482,http://numismatics.org/collectionimages/19501999/1962/1962.83.25.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1962/1962.83.25.rev.width175.jpg
http://numismatics.org/collection/1963.91.3,"Silver Siliqua of Marcian, Constantinople, AD 450 - AD 457. 1963.91.3",Marcian,,Siliqua,Roman,16.5,,,Struck,Silver,Constantinople,D N MARCIANVS P F AVG,Bust diademed draped cuirassed right,Coin,Marcian,RIC X Marcian 532,Thrace,"42.15, 24.75",SAL REI PYI,legend within wreath,1.23,450,457,453,http://numismatics.org/collectionimages/19501999/1963/1963.91.3.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1963/1963.91.3.rev.width175.jpg
http://numismatics.org/collection/1964.101.2,"Bronze AE4 of ric.10.arc_e., Ravenna, AD 395 - AD 408. 1964.101.2",Arcadius,Victory,AE4,Roman,14,,ric.10.arc_e.,,Bronze,Ravenna,D N ACRDI-VS P F A[VG],Bust diademed dr. r.,Coin,,,,,[V]IRT[VS - EXERCITI],"Emperor stg. l. holding spear and shield, Victory presenting him wreath",1.382,395,408,401,http://numismatics.org/collectionimages/19501999/1964/1964.101.2.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1964/1964.101.2.rev.width175.jpg
http://numismatics.org/collection/1964.187.1,"Bronze AE3 of Arcadius, Cyzicus, AD 395 - AD 401. 1964.187.1",Arcadius,,AE3,Roman,19,,,Struck,Bronze,Cyzicus,D N ARCADIVS P F AVG,Bust diademed draped cuirassed right,Coin,Arcadius,RIC X Arcadius 66,Mysia,"39.1325, 27.184167",VIRTVS EXERCITI,"Emperor standing left holding spear and shield, Victory presenting him wreath",2.591,395,401,398,http://numismatics.org/collectionimages/19501999/1964/1964.187.1.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1964/1964.187.1.rev.width175.jpg
http://numismatics.org/collection/1964.6.3,"Gold Solidus of Theodosius II, Thessalonica, AD 430 - AD 440. 1964.6.3",Theodosius II,Constantinopolis,Solidus,Roman,21,,,Struck,Gold,Thessalonica,D N THEODOSIVS P F AVG,Bust facing helmeted cuirassed holding spear and shield,Coin,Theodosius II,RIC X Theodosius II (East) 366,Macedonia,"40.65, 22.9",VOT XXX MVLT XXXX,"Constantinopolis seated left holding sceptre and cross on globe, prow left",4.472,430,440,435,http://numismatics.org/collectionimages/19501999/1964/1964.6.3.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1964/1964.6.3.rev.width175.jpg
http://numismatics.org/collection/1965.235.2,"Gold Solidus of Basiliscus, Ravenna, AD 475. 1965.235.2",Basiliscus,Victory,Solidus,Roman,21,,,Struck,Gold,Ravenna,D N BASILI-SCVS P AVG,bust facing helmeted cuirassed with spear and shield,Coin,Basiliscus,RIC X Basilicus 3304,Italy,"41.9, 12.5",VICTORIA AVGGG :,Victory standing left holding cross sceptre star in right field,4.37,475,475,475,http://numismatics.org/collectionimages/19501999/1965/1965.235.2.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1965/1965.235.2.rev.width175.jpg
http://numismatics.org/collection/1965.257.1,"Bronze AE3 of Arcadius, Cyzicus, AD 401 - AD 403. 1965.257.1",Arcadius,Constantinopolis,AE3,Roman,17,,,Struck,Bronze,Cyzicus,D N HONORIVS P F AVG,Bust facing helmeted cuirassed with sword and shield,Coin,Honorius,RIC X Arcadius 95,Mysia,"39.1325, 27.184167",CONCORDIA AVGG,"Constantinopolis standing front, holding sceptre and Victory on globe, prow left",2.17,401,403,402,http://numismatics.org/collectionimages/19501999/1965/1965.257.1.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1965/1965.257.1.rev.width175.jpg
http://numismatics.org/collection/1966.169.19,"Gold Solidus of Arcadius, Thessalonica, AD 403 - AD 408. 1966.169.19",Arcadius,Constantinopolis,Solidus,Roman,20,,,Struck,Gold,Thessalonica,D N ARCADIVS P F AVG,Bust facing helmeted cuirassed holding spear and shield,Coin,Arcadius,RIC X Arcadius 42,Macedonia,"40.65, 22.9",CONCORDIA AVGGG,"Constantinopolis seated right holding spear and Victory on globe, prow right",4.44,403,408,405,http://numismatics.org/collectionimages/19501999/1966/1966.169.19.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1966/1966.169.19.rev.width175.jpg
http://numismatics.org/collection/1966.169.20,"Gold Solidus of Theodosius II, Thessalonica, AD 424 - AD 425. 1966.169.20",Theodosius II,,Solidus,Roman,20,,,Struck,Gold,Thessalonica,D N THEODOSIVS P F AVG,Bust facing helmeted cuirassed holding spear and shield,Coin,Theodosius II,RIC X Theodosius II (East) 363,Macedonia,"40.65, 22.9",GLOR ORVIS TERRAR,"Emperor standing facing, holding standard and cross on globe",4.452,424,425,424,http://numismatics.org/collectionimages/19501999/1966/1966.169.20.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1966/1966.169.20.rev.width175.jpg
http://numismatics.org/collection/1966.181.2,"Gold Solidus of Leo I, Constantinople, AD 462 - AD 466. 1966.181.2",Leo I,Victory,Solidus,Roman,20,,,Struck,Gold,Constantinople,D N LEO PE-RPET AVG,bust facing helmeted cuirassed holding spear and shield,Coin,Leo I,RIC X Leo I (East) 605,Thrace,"42.15, 24.75",VICTORI-A AVGGG,Victory standing left holding cross sceptre,4.403,462,466,464,http://numismatics.org/collectionimages/19501999/1966/1966.181.2.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1966/1966.181.2.rev.width175.jpg
http://numismatics.org/collection/1966.181.3,"Gold Solidus of Zeno, Constantinople, AD 476 - AD 491. 1966.181.3",Zeno,Victory,Solidus,Roman,20.5,,,Struck,Gold,Constantinople,D N ZENO - PERP AVG,Bust facing helmeted pearl-diademed with no jewel cuirassed holding spear in right and shield on left shoulder,Coin,Zeno,RIC X Zeno (East) 911,Thrace,"42.15, 24.75",VICTOR[I]A AVGGG,Victory standing left holding cross sceptre,4.471,476,491,483,http://numismatics.org/collectionimages/19501999/1966/1966.181.3.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1966/1966.181.3.rev.width175.jpg
http://numismatics.org/collection/1966.181.4,"Gold Solidus of Zeno, Constantinople, AD 476 - AD 491. 1966.181.4",Zeno,Victory,Solidus,Roman,20.5,,,Struck,Gold,Constantinople,D N ZENO - PERP AVG,Bust facing helmeted cuirassed holding spear in right and shield on left shoulder,Coin,Zeno,RIC X Zeno (East) 910,Thrace,"42.15, 24.75",VICTORI-A AVGGG,Victory standing left holding cross sceptre,4.47,476,491,483,http://numismatics.org/collectionimages/19501999/1966/1966.181.4.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1966/1966.181.4.rev.width175.jpg
http://numismatics.org/collection/1966.196.13,"Gold Solidus of Theodosius II, Constantinople, AD 408 - AD 420. 1966.196.13",Theodosius II,Victory,Solidus,Roman,21,,Theodosius II,,Gold,Constantinople,D N THEODOSIVS P F AVG,Bust facing helmeted cuirassed holding spear and shield,Coin,,,,,CONCORDIA AVGG,"Constantinopolis seated front, holding spear and Victory on globe, prow left",4.401,408,420,414,http://numismatics.org/collectionimages/19501999/1966/1966.196.13.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1966/1966.196.13.rev.width175.jpg
http://numismatics.org/collection/1966.27.1,"Gold Solidus of Arcadius, Thessalonica, AD 403 - AD 408. 1966.27.1",Arcadius,Constantinopolis,Solidus,Roman,21,,,Struck,Gold,Thessalonica,D N ARCADIVS P F AVG,Bust facing helmeted cuirassed holding spear and shield,Coin,Arcadius,RIC X Arcadius 42,Macedonia,"40.65, 22.9",CONCORDIA AVGGG,"Constantinopolis seated right holding spear and Victory on globe, prow r.",4.473,403,408,405,http://numismatics.org/collectionimages/19501999/1966/1966.27.1.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1966/1966.27.1.rev.width175.jpg
http://numismatics.org/collection/1967.153.182,"Gold Solidus of Theodosius II, Constantinople, AD 441 - AD 450. 1967.153.182",Theodosius II,Constantinopolis,Solidus,Roman,22,,,Struck,Gold,Constantinople,D N THEODOSIVS P F AVG,Bust facing helmeted cuirassed holding spear and shield,Coin,Theodosius II,RIC X Theodosius II (East) 285,Thrace,"42.15, 24.75",IMP XXXXII COS XVII P P,"Constantinopolis seated left holding cross on globe, shield and spear to right, prow left",4.454,441,450,445,http://numismatics.org/collectionimages/19501999/1967/1967.153.182.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1967/1967.153.182.rev.width175.jpg
http://numismatics.org/collection/1967.153.183,"Gold Solidus of Leo I, Constantinople, AD 462 - AD 466. 1967.153.183",Leo I,Victory,Solidus,Roman,21.5,,,Struck,Gold,Constantinople,D N LEO PE-RPET AVG,bust facing helmeted cuirassed holding spear and shield,Coin,Leo I,RIC X Leo I (East) 605,Thrace,"42.15, 24.75",VICTORI-A AVGGG,Victory standing left holding cross sceptre,4.477,462,466,464,http://numismatics.org/collectionimages/19501999/1967/1967.153.183.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1967/1967.153.183.rev.width175.jpg
http://numismatics.org/collection/1967.153.184,"Gold Tremissis of Zeno, Mediolanum, AD 476 - AD 479. 1967.153.184",Zeno,,Tremissis,Roman,12.5,,,Struck,Gold,Mediolanum,D N ZENO - PERP •À_•À_•À_G,Bust diademed draped cuirassed right,Coin,Zeno,RIC X Zeno (West) 3607,Italy,"41.9, 12.5",,cross within wreath,1.42,476,479,477,http://numismatics.org/collectionimages/19501999/1967/1967.153.184.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1967/1967.153.184.rev.width175.jpg
http://numismatics.org/collection/1967.153.185,"Gold Solidus of Arcadius, Constantinople, AD 402 - AD 403. 1967.153.185",Arcadius,Victory,Solidus,Roman,20.5,,,Struck,Gold,Constantinople,AEL EODOXIA AVG,"bust diad. draped right, manus Dei above",Coin,Aelia Eudoxia,RIC X Arcadius 28,Thrace,"42.15, 24.75",SALVS REIPVBLICAE,Victory seated right inscribing Chi Ro on shield,4.457,402,403,402,http://numismatics.org/collectionimages/19501999/1967/1967.153.185.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1967/1967.153.185.rev.width175.jpg
http://numismatics.org/collection/1967.153.186,"Gold Solidus of Honorius, Ravenna, AD 422. 1967.153.186",Honorius,Victory,Solidus,Roman,20,,,Struck,Gold,Ravenna,D N GALLA PLA-CIDIA P F AVG,"Bust diademed draped right with Christogram on shoulder; above, manus Dei",Coin,Galla Placidia,RIC X Honorius 1333,Italy,"41.9, 12.5",SALVS REI - PVBLICAE,Victory seated right inscribing Chi Ro on shield,4.474,422,422,422,http://numismatics.org/collectionimages/19501999/1967/1967.153.186.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1967/1967.153.186.rev.width175.jpg
http://numismatics.org/collection/1967.153.187,"Gold Solidus of Theodosius II, Constantinople, AD 441 - AD 450. 1967.153.187",Theodosius II,Constantinopolis,Solidus,Roman,20.5,,,Struck,Gold,Constantinople,AEL EVDOCIA AVG,"bust diademed draped right, manus Dei above",Coin,Aelia Eudocia,RIC X Theodosius II (East) 304,Thrace,"42.15, 24.75",IMP.XXXXII•À_COS XVII•À_P•À_P•À_,Constantinopolis seated left holding cross on globe,4.437,441,450,445,http://numismatics.org/collectionimages/19501999/1967/1967.153.187.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1967/1967.153.187.rev.width175.jpg
http://numismatics.org/collection/1967.153.188,"Gold Tremissis of Theodosius II, Constantinople, AD 444. 1967.153.188",Theodosius II,,Tremissis,Roman,13.5,,,Struck,Gold,Constantinople,AEL EVDOCIA AVG,bust diademed draped right,Coin,Aelia Eudocia,RIC X Theodosius II (East) 335,Thrace,"42.15, 24.75",,cross within wreath,1.501,444,444,444,http://numismatics.org/collectionimages/19501999/1967/1967.153.188.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1967/1967.153.188.rev.width175.jpg
http://numismatics.org/collection/1967.153.204,"Silver Medallion, Rome, AD 395 - AD 408. 1967.153.204",Honorius,,Medallion|Struck,Roman,,,,,Silver,Rome,D N HONORIVS P F AVG,Bust diademed dr. cuir. r.,Coin,,G.I.82.5,,,TRIVMFATOR GENT BARB,"Emperor stg. r. head l. holding globus in r. and labarum with chi-rho in l.; behind, captive",13.09,395,408,401,http://numismatics.org/collectionimages/19501999/1967/1967.153.204.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1967/1967.153.204.rev.width175.jpg
http://numismatics.org/collection/1967.180.21,"Gold Solidus of Zeno, Constantinople, AD 476 - AD 491. 1967.180.21",Zeno,Victory,Solidus,Roman,20,,,Struck,Gold,Constantinople,D N ZENO - PERP AVG,"Bust 3/4 right with cuirass, shield and spear",Coin,Zeno,RIC X Zeno (East) 910,Thrace,"42.15, 24.75",VICTORI-A AVGGGH,Victory standing left with long cross; star in right field,4.31,476,491,483,http://numismatics.org/collectionimages/19501999/1967/1967.180.21.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1967/1967.180.21.rev.width175.jpg
http://numismatics.org/collection/1967.297.1,"Gold Solidus of Zeno, Constantinople, AD 476 - AD 491. 1967.297.1",Zeno,Victory,Solidus,Roman,21,,,Struck,Gold,Constantinople,D N ZENO - PERP AVG,Bust facing helmeted cuirassed holding spear in right and shield on left shoulder,Coin,Zeno,RIC X Zeno (East) 910,Thrace,"42.15, 24.75",VICTORI-A AVGGG,Victory standing left holding cross sceptre,4.47,476,491,483,http://numismatics.org/collectionimages/19501999/1967/1967.297.1.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1967/1967.297.1.rev.width175.jpg
http://numismatics.org/collection/1968.131.439,"Gold Solidus of Arcadius, Constantinople, AD 397 - AD 402. 1968.131.439",Arcadius,Constantinopolis,Solidus,Roman,20,,,Struck,Gold,Constantinople,D N ARCADI-VS P F AVG,"Bust facing helmeted, cuir. with shield and spear",Coin,Arcadius,RIC X Arcadius 7|Sab.10,Thrace,"42.15, 24.75",CONCORDI-A AVGG,Concordia std. r. holding sceptre and Victory,4.48,397,402,399,http://numismatics.org/collectionimages/19501999/1968/1968.131.439.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.439.rev.width175.jpg
http://numismatics.org/collection/1968.131.440,"Gold Solidus of Arcadius, Constantinople, AD 403 - AD 408. 1968.131.440",Arcadius,Victory,Solidus,Roman,19.5,,,Struck,Gold,Constantinople,D N ARCADIVS P F AVG,"Bust facing helmeted, cuirassed with shield and spear",Coin,Arcadius,RIC X Arcadius 29|S.17,Thrace,"42.15, 24.75",NOVA SPES REIPVBLICAE,Victory seated rightengraving shield XX XXX,4.446,403,408,405,http://numismatics.org/collectionimages/19501999/1968/1968.131.440.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.440.rev.width175.jpg
http://numismatics.org/collection/1968.131.441,"Gold Solidus of Arcadius, Constantinople, AD 402 - AD 403. 1968.131.441",Arcadius,Victory,Solidus,Roman,20.5,,,Struck,Gold,Constantinople,D N ARCADIVS P F AVG,"Bust facing helmeted, cuirassed with shield and spear",Coin,Arcadius,RIC X Arcadius 22,Thrace,"42.15, 24.75",NOVA SPES REIPVBLICAE,Victory seated right engraving shield XX XXX,4.469,402,403,402,http://numismatics.org/collectionimages/19501999/1968/1968.131.441.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.441.rev.width175.jpg
http://numismatics.org/collection/1968.131.442,"Gold Semissis of Arcadius, Constantinople, AD 403 - AD 408. 1968.131.442",Arcadius,Victory,Semissis,Roman,17.5,,,Struck,Gold,Constantinople,D N ARCADIVS P F AVG,Bust diademed draped cuirassed right,Coin,Arcadius,RIC X Arcadius 33,Thrace,"42.15, 24.75",VICTORIA AVGGG,Victory seated right. engraving shield VOT X MVLT XX,2.248,403,408,405,http://numismatics.org/collectionimages/19501999/1968/1968.131.442.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.442.rev.width175.jpg
http://numismatics.org/collection/1968.131.443,"Gold Semissis of Arcadius, Constantinople, AD 397 - AD 402. 1968.131.443",Arcadius,Victory,Semissis,Roman,16,,,Struck,Gold,Constantinople,D N ARCADIVS P F AVG,Bust diademed draped cuirassed right,Coin,Arcadius,RIC X Arcadius 16,Thrace,"42.15, 24.75",VICTORIA AVGVSTORVM,Victory seated rightengraving shield VOT X MVLT XX,2.03,397,402,399,http://numismatics.org/collectionimages/19501999/1968/1968.131.443.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.443.rev.width175.jpg
http://numismatics.org/collection/1968.131.444,"Gold Tremissis of Arcadius, Constantinople, AD 397 - AD 402. 1968.131.444",Arcadius,Victory,Tremissis,Roman,14,,,Struck,Gold,Constantinople,D N ARCADIVS P F AVG,Bust diademed draped cuirassed right,Coin,Arcadius,RIC X Arcadius 19,Thrace,"42.15, 24.75",VICTORIA AVGVSTORVM,"Victory advancing front, holding wreath and gl.cr.",1.499,397,402,399,http://numismatics.org/collectionimages/19501999/1968/1968.131.444.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.444.rev.width175.jpg
http://numismatics.org/collection/1968.131.445,"Gold Solidus of Theodosius II, Constantinople, AD 408 - AD 420. 1968.131.445",Theodosius II,Constantinopolis,Solidus,Roman,21,,,Struck,Gold,Constantinople,D N THEODOSIVS P F AVG,Bust facing helmeted cuirassed holding spear and shield,Coin,Theodosius II,RIC X Theodosius II (East) 202,Thrace,"42.15, 24.75",CONCORDIA AVGG,"Constantinopolis seated front, holding spear and Victory on globe, prow left",4.39,408,420,414,http://numismatics.org/collectionimages/19501999/1968/1968.131.445.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.445.rev.width175.jpg
http://numismatics.org/collection/1968.131.446,"Gold Solidus of Theodosius II, Constantinople, AD 424 - AD 425. 1968.131.446",Theodosius II,,Solidus,Roman,21.5,,,Struck,Gold,Constantinople,D N THEODOSIVS P F AVG,Bust facing helmeted cuirassed holding spear and shield,Coin,Theodosius II,RIC X Theodosius II (East) 232,Thrace,"42.15, 24.75",GLOR ORVIS TERRAR,"Emperor standing facing, holding standard, and cross on globe with star in left field",4.374,424,425,424,http://numismatics.org/collectionimages/19501999/1968/1968.131.446.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.446.rev.width175.jpg
http://numismatics.org/collection/1968.131.447,"Gold Solidus of Theodosius II, Constantinople, AD 441. 1968.131.447",Theodosius II,,Solidus,Roman,20.5,,,Struck,Gold,Constantinople,D N THEODOSIVS P F AVG,Bust facing helmeted cuirassed holding spear and shield,Coin,Theodosius II,RIC X Theodosius II (East) 284,Thrace,"42.15, 24.75",VIRTEX ERCROM,Emperor advancing right holding trophy and dragging captive,4.385,441,441,441,http://numismatics.org/collectionimages/19501999/1968/1968.131.447.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.447.rev.width175.jpg
http://numismatics.org/collection/1968.131.448,"Gold Solidus of Theodosius II, Constantinople, AD 415. 1968.131.448",Theodosius II,Roma|Constantinopolis,Solidus,Roman,21,,,Struck,Gold,Constantinople,D N THEODOSIVS P F AVG,Bust helmeted cuirassed right holding spear and shield,Coin,Theodosius II,RIC X Theodosius II (East) 207,Thrace,"42.15, 24.75",GLORIA REI PVLIBCAE,Roma and Constantinopolis seated facing supporting central shield inscribed VOT/XV/MVLT/XX,4.397,415,415,415,http://numismatics.org/collectionimages/19501999/1968/1968.131.448.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.448.rev.width175.jpg
http://numismatics.org/collection/1968.131.449,"Gold Solidus of Theodosius II, Constantinople, AD 420 - AD 422. 1968.131.449",Theodosius II,Victory,Solidus,Roman,20,,,Struck,Gold,Constantinople,D N THEODOSIVS P F AVG,Bust facing helmeted cuirassed holding spear and shield,Coin,Theodosius II,RIC X Theodosius II (East) 219,Thrace,"42.15, 24.75",VOT XX MVLT XXX,Victory standing left supporting large cross,4.36,420,422,421,http://numismatics.org/collectionimages/19501999/1968/1968.131.449.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.449.rev.width175.jpg
http://numismatics.org/collection/1968.131.450,"Gold Solidus of Theodosius II, Constantinople, AD 430 - AD 440. 1968.131.450",Theodosius II,Constantinopolis,Solidus,Roman,21.5,,,Struck,Gold,Constantinople,D N THEODOSIVS P F AVG,Bust facing helmeted cuirassed holding spear and shield,Coin,Theodosius II,RIC X Theodosius II (East) 257,Thrace,"42.15, 24.75",VOT XXX MVLT XXXX,"Constantinopolis seated left holding cross on globe, shield and spear to right, prow left",4.49,430,440,435,http://numismatics.org/collectionimages/19501999/1968/1968.131.450.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.450.rev.width175.jpg
http://numismatics.org/collection/1968.131.451,"Gold Solidus of Theodosius II, Constantinople, AD 441 - AD 450. 1968.131.451",Theodosius II,Constantinopolis,Solidus,Roman,21.5,,,Struck,Gold,Constantinople,D N THEODOSIVS P•À_ó¢F•À_ó¢AVG,Bust facing helmeted cuirassed holding spear and shield,Coin,Theodosius II,RIC X Theodosius II (East) 291,Thrace,"42.15, 24.75",IMP. XXXXII•À_COS•À_ó¢ XVII•À_P•À_P•À_,"Constantinopolis seated left holding cross on globe, shield and spear to right, prow left",4.488,441,450,445,http://numismatics.org/collectionimages/19501999/1968/1968.131.451.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.451.rev.width175.jpg
http://numismatics.org/collection/1968.131.452,"Gold Solidus of Theodosius II, Constantinople, AD 425 - AD 429. 1968.131.452",Theodosius II,,Solidus,Roman,21.5,,,Struck,Gold,Constantinople,D N THEODOSIVS P F AVG,Bust facing helmeted cuirassed holding spear and shield,Coin,Theodosius II|Valentinian III,RIC X Theodosius II (East) 237,Thrace,"42.15, 24.75",SALVS REIPVBLICAE,Two figures nimbate standing facing with a star above and between them,4.46,425,429,427,http://numismatics.org/collectionimages/19501999/1968/1968.131.452.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.452.rev.width175.jpg
http://numismatics.org/collection/1968.131.453,"Gold Solidus of Theodosius II, Constantinople, AD 425. 1968.131.453",Theodosius II,,Solidus,Roman,21.5,,,Struck,Gold,Constantinople,D N THEODOSIVS P F AVG,Bust facing helmeted cuirassed holding spear and shield,Coin,Theodosius II|Valentinian III,RIC X Theodosius II (East) 234,Thrace,"42.15, 24.75",SALVS REI - PVB-LICAE,"Two figures standing front, each holds cross with a star above and between them",4.474,425,425,425,http://numismatics.org/collectionimages/19501999/1968/1968.131.453.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.131.453.rev.width175.jpg
